"1","m.dailyhunt.in/news/india/english/stressbuster-epaper-strbusen/5+amazing+web+series+by+vikram+bhatt+to+binge+watch+this+weekend-newsid-70679304"
"2","m.dailyhunt.in/news/india/english/live+mint-epaper-livemint/modicare+faces+challenges+in+reaching+out+to+urban+poor-newsid-85794318"
"3","m.dailyhunt.in/news/india/english/deccan+herald-epaper-deccan/bjp+office+attack+3+tpdk+members+detained+under+goondas+act-newsid-84348681?puid=911468700421107&ss=redirectCampaign&s=indusOS"
"4","m.dailyhunt.in/news/india/english/careguru+english-epaper-creguru/sex+before+marriage+is+a+taboo+in+india+why-newsid-77899287"
"5","m.dailyhunt.in/news/india/english/ndtv+video-epaper-ndtvideo/child+rape+a+national+emergency+says+kailash+satyarthi-newsid-86022996"
"7","m.dailyhunt.in/news/india/english/deccan+herald-epaper-deccan/48+mps+mlas+have+declared+cases+of+crime+against+women+adr-newsid-86061781"
"8","m.dailyhunt.in/news/india/english/deccan+herald-epaper-deccan/loya+death+sc+ruling+has+exposed+congress+says+yogi-newsid-86059962"
"9","m.dailyhunt.in/news/india/english/the+better+india-epaper-bettind/this+firebrand+ias+officer+locked+a+minister+s+office+for+poll+code+violation-newsid-85227186"
"11","m.dailyhunt.in/news/india/english/east+coast+daily+eng-epaper-eeastco/this+is+the+worth+of+assets+sridevi+left+for+her+lovely+daughters-newsid-82747366"
"12","m.dailyhunt.in/news/india/english/catch+news+new-epaper-catchne/it+s+terrible+to+even+talk+about+it+amitabh+bachchan+on+kathua-newsid-86049149"
"13","m.dailyhunt.in/news/india/english/catch+news+new-epaper-catchne/kathua+gangrape+case+madhya+pradesh+s+bjp+chief+links+asifa+rape+and+murder+case+with+pakistan+here+s+the+top+developments-newsid-85644186"
"15","m.dailyhunt.in/news/india/english/the+statesman-epaper-statesman/sbi+not+to+charge+fees+on+pos+cash+withdrawals-newsid-86076009"
"16","m.dailyhunt.in/news/india/english/laughingcolours+english-epaper-laughcole/kriti+sanon+will+be+seen+romancing+akki+in+sajid+khan+s+housefull+4-newsid-83755160?puid=911490450748703&ss=redirectCampaign&s=indusOS"
"17","m.dailyhunt.in/news/india/english/laughingcolours+english-epaper-laughcole/kriti+sanon+will+be+seen+romancing+akki+in+sajid+khan+s+housefull+4-newsid-83755160?puid=911490450748703&ss=redirectCampaign&s=indusOS&mode=pwa"
"18","m.dailyhunt.in/news/india/english/pinkvilla-epaper-pvilla/sanam+johar+s+romantic+post+for+fianc+e+abigail+pande+will+make+you+blush-newsid-82790556?mode=pwa"
"19","m.dailyhunt.in/news/india/english/the+quint-epaper-quint/in+pics+how+to+get+the+jacqueline+fernandez+look-newsid-86028022?mode=pwa"
"22","m.dailyhunt.in/news/india/english/the+quint-epaper-quint/oye+kunal+kamra+tu+itna+anti+national+kyun+hai+bhai+-newsid-86027163?mode=pwa"
"23","m.dailyhunt.in/news/india/english/careguru+english-epaper-creguru/can+anyone+live+a+happy+life+without+sex+-newsid-86046724?mode=pwa"
"24","m.dailyhunt.in/news/india/english/dna-epaper-dna/preliminary+alliance+talks+with+ncp+for+lok+sabha+assembly+elections+done+says+maharashtra+congress+chief-newsid-86082041?mode=pwa"
"25","m.dailyhunt.in/news/india/english/deccan+chronicle-epaper-deccanch/new+property+registration+system+to+be+launched+by+telangana+govt-newsid-86019932?mode=pwa"
"27","m.dailyhunt.in/news/india/english/curated+by+lever+ayush-epaper-ayush/keto+vs+ayurveda+which+diet+is+better+part+1-newsid-85547451?mode=pwa"
"28","m.dailyhunt.in/news/india/english/gizbot+english-epape r-enggiz/infocus+vision+3+pro+first+impression+a+competitive+phone+with+impressive+specs-newsid-86044950?mode=pwa"
"30","m.dailyhunt.in/news/india/english/the+news+minute-epaper-newsmin/+never+seen+nirmala+devi+s+face+tn+guv+loses+cool+at+press+meet+on+sex+for+cash+scandal-newsid-85923362?mode=pwa"
"32","m.dailyhunt.in/news/india/english/outlook-epaper-outlooke/income+tax+department+warns+salaried+class+against+filing+wrong+itrs-newsid-86006578?mode=pwa"
"33","m.dailyhunt.in/news/india/english/hindustan+times-epaper-httimes/mirabai+chanu+s+family+celebrates+2018+commonwealth+games+gold+manipur+cm lauds+effort-newsid-85096269?mode=pwa"
"35","m.dailyhunt.in/news/india/english/hindustan+times-epaper-httimes/tom+cruise+s+daughter+suri+turns+12+but+they+haven+t+been+seen+together+in+5+years-newsid-86071960?mode=pwa"
"36","m.dailyhunt.in/news/india/english/boldsky-epaper-boldsky/things+you+can+add+to+your+shampoo+to+get+added+benefits-newsid-86053664?mode=pwa"
"37","m.dailyhunt.in/news/india/english/hindustan+times-epaper-httimes/no+need+to+investigate+judge+loya+death+rules+sc+calls+petitions+frivolous+-newsid-86040638?mode=pwa"
"38","m.dailyhunt.in/news/india/english/catch+news+new-epaper-catchne/milind+soman+s+25+years+younger+girlfriend+ankita+konwar+rubbishes+breakup+rumors+through+an+adorable+picture+with+the+iron+man+see+pic-newsid-86047742?mode=pwa"
"40","m.dailyhunt.in/news/india/english/deccan+herald-epaper-deccan/sbi+makes+cash+available+through+pos+cash+supply+pegged+at+45+-newsid-86080566?mode=pwa"
"41","m.dailyhunt.in/news/india/english/oneindia-epaper-oneindia/modi+to+hold+bilateral+talks+with+hasina+10+others+on+chogm+sidelines-newsid-86061621?mode=pwa"
"42","m.dailyhunt.in/news/india/english/the+quint-epaper-quint/deepika+padukone+virat+kohli+ola+co+founder+on+times100+list-newsid-86078136?mode=pwa"
"43","m.dailyhunt.in/news/india/english/hindustan+times-epaper-httimes/sikh+woman+on+pak+pilgrimage+embraces+islam+marries+lahore+man-newsid-86051700?mode=pwa"
"44","m.dailyhunt.in/news/india/english/live+mint-epaper-livemint/to+the+strong+women+in+art-newsid-86079614?mode=pwa"
"45","m.dailyhunt.in/news/india/english/sportzwiki+english-epaper-sptwiken/ipl+2018+players+will+make+a+million+dollars+every+match+in+future+lalit+modi-newsid-86077356?mode=pwa"
"46","m.dailyhunt.in/news/india/english/pinkvilla-epaper-pvilla/abhishek+bachchan+and+shweta+bachchan+keep+it+stylish+at+the+airport-newsid-86056907?mode=pwa"
"47","m.dailyhunt.in/news/india/english/vishwa+gujarat+englsih-epaper-vishwagu/this+bollywood+director+producer+is+going+to+be+honoured+as+first+indian+filmmaker+at+madame+tussauds+museum-newsid-86049790?mode=pwa"
"49","m.dailyhunt.in/news/india/english/apherald-epaper-apherald/+mega+hero+ready+to+start+with+two+sexy+milky+white+babes+-newsid-86054179?mode=pwa"
"50","m.dailyhunt.in/news/india/english/filmibeat-epaper-filmi/saaho+evelyn+sharma+is+the+latest+addition+to+the+cast+of+this+prabhas+shraddha+kapoor+film+-newsid-86037425?mode=pwa"
"51","m.dailyhunt.in/news/india/english/pinkvilla-epaper-pvilla/ishaan+khatter+malavika+mohanan+and+majid+majidi+promote+beyond+the+clouds+enjoy+eating+pani+puri+together-newsid-86073724?mode=pwa"
"52","m.dailyhunt.in/news/india/english/bollywood+galiyara+english-epaper-bolgalie/ashutosh+gowariker+recreates+shaniwar+wada+for+panipat+-newsid-86070727?mode=pwa"
"53","m.dailyhunt.in/news/india/english/bollywood+galiyara+english-epaper-bolgalie/karan+johar+first+bollywood+filmmaker+to+be+at+madame+tussauds-newsid-86070240?mode=pwa"
"54","m.dailyhunt.in/news/india/english/pinkvilla-epaper-pvilla/oh+humsafar+neha+kakkar+and+himansh+kohli+s+chemistry+in+this+song+is+adorable+beyond+words-newsid-86070055?mode=pwa"
"55","m.dailyhunt.in/news/india/english/60secondsnow-epaper-sixsec/amitabh+bachchan+taapsee+pannu+to+reunite+for+sujoy+ghosh+s+next+-newsid-86064735?mode=pwa"
"56","m.dailyhunt.in/news/india/english/bollywoodshaadis-epaper-bshadi/inside+pictures+of+mukesh+ambani+and+nita+ambani+s+luxurious+2+billion+dollar+home+antilia-newsid-86065833?mode=pwa"
"57","m.dailyhunt.in/news/india/english/laughingcolours+english-epaper-laughcole/expectation+from+karan+johar+s+soty2+is+more+this+time+hope+he+has+not+mess+sameer+soni+like+rishi+kapoor-newsid-86060512?mode=pwa"
"58","m.dailyhunt.in/news/india/english/pinkvilla-epaper-pvilla/jackie+shroff+on+tiger+shroff+s+success+my+baby+is+being+loved+by+little+babies+it+feels+great-newsid-86056906?mode=pwa"
"59","m.dailyhunt.in/news/india/english/the+quint-epaper-quint/did+you+know+your+liver+can+regenerate+what+makes+it+so+unique+-newsid-86029132?mode=pwa"
"60","m.dailyhunt.in/news/india/english/the+quint-epaper-quint/100+aadhaar+authentication+success+not+possible+admits+uidai+ceo-newsid-84160450?mode=pwa&utm_channel=redirectCampaign"
"61","m.dailyhunt.in/news/india/english/news24online-epaper-newsonline/zoom+around+in+this+new+tata+suv+know+the+price-newsid-84422266?mode=pwa&utm_channel=redirectCampaign"
"62","m.dailyhunt.in/news/india/english/bollywood+papa-epaper-bolypa/bhojpuri+actress+monalisa+will+be+seen+as+a+sexy+jhuma+bhabhi+in+bengali+web+series+watch+video-newsid-85491226"
"63","m.dailyhunt.in/news/india/english/asianet+newsable-epaper-asnewsab/who+is+the+wink+sensation+priya+prakash+varrier+s+father+ashish+vidyarthi-newsid-83000308"
"64","m.dailyhunt.in/news/india/english/bollywood+papa-epaper-bolypa/comedian+siddharth+sagar+s+mother+finally+reacts+on+the+allegations+made+by+him-newsid-85005254"
"65","m.dailyhunt.in/news/india/english/bollywood+papa-epaper-bolypa/is+preity+zinta+pregnant+these+pics+of+the+actress+hiding+her+baby+bump+sparks+speculations-newsid-80187334"
"66","m.dailyhunt.in/news/india/english/bollywood+papa-epaper-bolypa/this+popular+actress+to+co+host+family+time+with+kapil+sharma-newsid-83539597"
"67","m.dailyhunt.in/news/india/english/stressbuster-epaper-strbusen/10+personality+traits+of+april+born+which+make+them+sweetest+of+all-newsid-66166180"
"68","m.dailyhunt.in/news/india/english/business+sandesh+english-epaper-bussanen/gujarat+fortune+giants+arrive+in+style+at+national+kabaddi+scene-newsid-69824004"
"69","m.dailyhunt.in/news/india/english/curejoy-epaper-curejoy/5+side+effects+of+tulsi+or+holy+basil+you+need+to+know-newsid-82732590"
"70","m.dailyhunt.in/news/india/english/asianet+newsable-epaper-asnewsab/sten+lindstr+m+interview+bofors+whistleblower+exposes+rajeev+gandhi-newsid-70723989"
"71","m.dailyhunt.in/news/india/english/freaky+funtoosh+english-epaper-frefunen/marco+zozaya+video+went+viral+vaccines+do+cause+autism-newsid-84928604"
"72","m.dailyhunt.in/news/india/english/bollywood+papa-epaper-bolypa/10+bollywood+celebrities+who+are+battling+serious+diseases-newsid-81584534"
