https://m.dailyhunt.in/news/india/english/zee+news+english-epaper-zeeeng/speak+more+often+manmohan+singh+asks+pm+modi+to+follow+his+own+advice+to+him-newsid-85956749?mode=pw| India Speak more often: Manmohan Singh asks PM Modi to follow his own advice to him | All through the tenure of Manmohan Singh as the Prime Minister, the Bharatiya Janata Party (BJP) and the then Gujarat CM Narendra Modi kept asking him to speak more often on social issues. The advice seems to have travelled a full circle now with Manmohan Singh asking PM Modi to... |Wednesday, 18 Apr, 10.07 am2 days ago2 weeks ago2 days ago3 days agoa week ago
https://m.dailyhunt.in/news/india/english/91mobiles-epaper-mobiles/how+to+download+and+install+miui+9+5+on+xiaomi+redmi+note+4+redmi+3s+redmi+note+3+and+others-newsid-84326870| 91mobiles How to download and install MIUI 9.5 on Xiaomi Redmi Note 4, Redmi 3S, Redmi Note 3, and others |  "Xiaomi has released MIUI 9.5 firmware on its website, and here's how you can manually install it on your compatible smartphone"  Earlier this week, Xiaomi begin rolling out the latest iteration of its Android-based platform, MIUI 9.5 stable global ROM, over the air. The update is initially available for select smartphones like the Redmi Note 4, Redmi 4 Prime, Mi Max, and a few others. In the coming weeks, 30 smartphone models in the brand's Redmi, Mi Mix, and Mi Max series will be getting the latest MIUI firmware. The company has also released MIUI 9.5 global stable ROM's packages for a handful of devices.  If you haven't yet received an MIUI 9.5 OTA update on your Xiaomi smartphone, then you can download the firmware and manually update your device. At the moment, the firmware is available for a few smartphones like the Xiaomi Redmi 3S , Redmi Note 3 , Redmi 4 Prime , Redmi Note 4 , and Redmi Note 4X . To help you through the manual installation, we have a step-by-step guide below on how to download and install MIUI 9.5 on your device.  Before you begin: back up your smartphone  The process of updating your smartphone to MIUI 9.5 manually will wipe your device's data, so you will need to back it up. To do this on your smartphone, simply head to  Settings > Additional settings > Backup & reset > Local backups > Back up.  Once done, connect your smartphone via the cable to your PC in the data transfer mode. Then copy the "MIUI" folder from the root storage folder of your device, and save it somewhere on your computer. Once the firmware update process is complete, copy the MIUI folder back to your smartphone, and then head to the Backup & reset setting to restore it on your device. How to download and install MIUI 9.5 update  Step 1: Download "Recovery ROM" for your Xiaomi smartphone from the brand's website.     Step 2: Transfer the downloaded ROM file to the root directory of your device's internal storage.  Step 3: Simply go to your phone's  Settings > About phone > System update . In this menu, tap on the three dots at the top right corner of the screen, and then select Choose update package.     Step 4: From the file explorer window, choose the Recovery ROM file that you transferred to your device in step 2. After selecting the file, tap the Ok button.     Step 5: Your smartphone will now start decrypting the ROM to set it up for installation. Once it's completed, you will be prompted to reboot the device and install the update. Tap on the Reboot and update option.  Step 6: Your device will reboot and the update process will start.  Step 7: The update process takes about five to 10 minutes, depending on your smartphone. Afterwards, your phone should boot up normally.  Step 8: To confirm if the installation process went smoothly and you have the latest MIUI version, simply head to  Settings > About phone > check the MIUI version .    That's it, this is the simplest way to download and install the latest MIUI 9.5 global stable version on your Xiaomi smartphone. You can check out the list of all the 30 Xiaomi smartphones getting the MIUI 9.5 update here. For the top five features of the latest MIUI version, click here.  Dailyhunt	|Sunday, 25 Mar, 10.09 ama month ago2 days ago2 months ago2 months ago
https://m.dailyhunt.in/news/bangladesh/english/deccan+herald-epaper-deccan/indo+nepal+dam+faces+uncertain+future-newsid-80865887| Opinion Indo-Nepal dam faces uncertain future | A 5,600 MW power project along the Mahakali river, which flows between Nepal and Uttarakhand is yet another sub-Himalayan hydropower project causing a great deal of concern, not only among over 30,000 affected families but also environmentalists, social activists and others. The current agitation against this huge hydropower dam is a reminder of the previous such agitations against dams that have already been built in Uttarakhand in the central Himalayas, such as the 2,400 MW Tehri dam, which continues to face stiff problems even years after its commissioning. The uprooted local people complain about not having been adequately compensated even to this day.  The Pancheshwar dam, which is to be built on the Mahakali will be one of the tallest dams in the world. Flowing from Nepal through Uttarakhand, the river enters Uttar Pradesh, flowing south-east across the plains to join the Ghaghra river, a tributary of the Ganga. It descends from 11,800 feet at Kalapani to 660 feet as it enters the Terai plains, offering an unutilised hydropower potential. In fact, with a proposed height of 315 metres, Pancheshwar will be the second largest dam in the world. The project is roughly estimated to cost Rs 35,000 crore, the construction is scheduled to begin in September 2018 and the dam is to be ready by September 2026. Social activists like Medha Patkar and environmentalists like Sundar Lal Bhuguna have already expressed their opposition to the dam. While activists are worried over the uprooting and rehabilitation of villagers from the dam site, environmentalists have expressed concern over its serious upstream and downstream environmental impacts. Some geologists say that the dam site is a seismically active fault. Uttarakhand is in Category 4 and 5 on the seismic map of India and has experienced several major and minor quakes at regular intervals over the last century. Therefore, doubts over the safety of the proposed dam are natural. Landslides are also one of the major devastating natural hazards causing major damage to life and property sometimes. In 1998, a landslide near Okhimath in Rudraprayag district in the upper catchment area of the Ganga claimed 101 lives and rendered hundreds homeless. Thus, on the basis of whatever is being said on the social, environmental and safety dimensions, even some leaders of political parties, like the Communist Party of Nepal and the Uttarakhand Kranti Dal (UKD) have also opposed the idea of this big hydropower project. Some UKD leaders point out to how people uprooted by Tehri dam continue to suffer years after it was built. The Pancheshwar Dam reservoir is expected to submerge some 123 villages in the three districts of Uttarakhand, namely Pithoragarh, Almora and Champawat, and cover some 11,600 hectares of land, including 9,100 hectares of dense forests. Therefore, the opposition to the dam is gradually intensifying. Alerted by this anti-dam movement, the government has conducted public hearings on the issue. However, these open house hearings of complaints and suggestions have not helped in assuaging the feelings of the affected people. Hollow assurances The repeated assurances by the government on their proper rehabilitation and adequate compensation, have not helped pacify the affected locals and they continue to stick to their guns. Fearing further intensification of the agitation against the dam, the Uttarakhand government is understood to have now formulated a draft policy for the rehabilitation of affected families. According to some reports, a proposal has been made to pay the displaced people six times more than the existing circle rate in the affected areas. It may be mentioned here that parleys between India and Nepal on the possibility of building this dam have been going on since 1956 when for the first time the then Central Water Commission had evinced interest in such a project, to be beneficial to both countries. But the actual ground work towards achieving this goal did not begin until the early 90s, which eventually culminated in a treaty between the two countries in 1996 called the Mahakali Treaty. Subsequently, a plan to prepare a detailed project report was put in place, but problems over a different set of issues between the two countries remained unresolved and affected progress on the dam. The MoU between the two countries was signed after a long gap in 2014 and the Pancheshwar Development Authority was created. In the meantime, the prime ministers of both countries also took interest in early completion of this mega project. Prime Minister Narendra Modi and Nepal's outgoing Prime Minster Sher Bahadur Deuba are understood to have discussed the project keenly during their respective visits. This dam, to be located about 2.5 km downstream of the confluence of Mahakali and Sarju rivers near the famous Pancheshwar temple in Champawat district of Uttarakhand, is expected to irrigate 2,59,000 hectares of land in India and 1,70,000 hectares in Nepal. Interestingly, this river is also proposed as a source for one of the Himalayan components of the Indian river interlinking project. (The writer is a senior journalist based in Dehradun) Dailyhunt	|Wednesday, 31 Jan, 1.01 am
https://m.dailyhunt.in/news/india/english/lifeberrys+english-epaper-lifebeen/6+longest+sixes+in+the+history+of+international+cricket-newsid-78457756| Entertainment 6 Longest Sixes In The History Of International Cricket | Cricket is one of the most loved and followed sport in the World. Most of us love to enjoy cricket match and stay curious about the wickets, sixes and everything. Shahid Afridi holds the record for longest six in International cricket lasting as long as 158 meters against South Africa, 3rd ODI at Johannesburg on March 17, 2013. There’s nothing quite as spectacular as watching someone hit a six in cricket.  * Shahid Afridi It is not surprising to see Shadid Afridi on this list again. After all, many people remark him as the King of Sixes, boasting the highest Strike Rate and the most number of sixes in ODI Cricket.   * Yuvraj Singh Yuvraj was one of the architects behind India’s victorious T20 and 50 overs World Cup campaigns in 2007 and 2011 respectively. Many cricket fans admire Singh’s stylish play, and they certainly admired the six he hit on 22nd September 2007 during the World Twenty20 against Australia.  * MS Dhoni Next we have another one of the most impressive sixes hit by MS Dhoni. This occurred on March 8th in 2009 during India’s tour to New Zealand. The match was the third ODI for India and when the Indian skipper hit the breath-taking six, he didn’t even look at the ball once it left his bat.  * Corey Anderson Corey James Anderson is an all-rounder who hails from New Zealand but currently plays for the Mumbai Indians in the IPL. Last year, Corey Anderson introduced himself on the International scale on January 19th. He hit a ball on the roof of Napier for New Zealand against India. He powered New Zealand to 292 with four sixes, two of which were out the ground.  * Chris Gayle Chris Gayle is a Jamaican cricketer who captained the West Indies’ Test side from 2007 until 2010. He once held the record for the highest score in a World Cup, with 215 runs. Chris hit the biggest six of the entire World Twenty20 tournament in 2010 at Bridgetown. On May 9th, Gayle hit a stunner on the bowling of Yusuf Pathan.Dailyhunt	|Thursday, 21 Dec, 6.14 am
https://m.dailyhunt.in/news/india/english/lifeberrys+english-epaper-lifebeen/6+longest+sixes+in+the+history+of+international+cricket-newsid-78457756| Entertainment 6 Longest Sixes In The History Of International Cricket | Cricket is one of the most loved and followed sport in the World. Most of us love to enjoy cricket match and stay curious about the wickets, sixes and everything. Shahid Afridi holds the record for longest six in International cricket lasting as long as 158 meters against South Africa, 3rd ODI at Johannesburg on March 17, 2013. There’s nothing quite as spectacular as watching someone hit a six in cricket.  * Shahid Afridi It is not surprising to see Shadid Afridi on this list again. After all, many people remark him as the King of Sixes, boasting the highest Strike Rate and the most number of sixes in ODI Cricket.   * Yuvraj Singh Yuvraj was one of the architects behind India’s victorious T20 and 50 overs World Cup campaigns in 2007 and 2011 respectively. Many cricket fans admire Singh’s stylish play, and they certainly admired the six he hit on 22nd September 2007 during the World Twenty20 against Australia.  * MS Dhoni Next we have another one of the most impressive sixes hit by MS Dhoni. This occurred on March 8th in 2009 during India’s tour to New Zealand. The match was the third ODI for India and when the Indian skipper hit the breath-taking six, he didn’t even look at the ball once it left his bat.  * Corey Anderson Corey James Anderson is an all-rounder who hails from New Zealand but currently plays for the Mumbai Indians in the IPL. Last year, Corey Anderson introduced himself on the International scale on January 19th. He hit a ball on the roof of Napier for New Zealand against India. He powered New Zealand to 292 with four sixes, two of which were out the ground.  * Chris Gayle Chris Gayle is a Jamaican cricketer who captained the West Indies’ Test side from 2007 until 2010. He once held the record for the highest score in a World Cup, with 215 runs. Chris hit the biggest six of the entire World Twenty20 tournament in 2010 at Bridgetown. On May 9th, Gayle hit a stunner on the bowling of Yusuf Pathan.Dailyhunt	|Thursday, 21 Dec, 6.14 am
https://m.dailyhunt.in/news/india/english/sportzwiki+english-epaper-sptwiken/ipl+2018+jofra+archer+fit+available+for+rajasthan+royals-newsid-85646922| Cricket IPL 2018: Jofra Archer Fit, Available for Rajasthan Royals | Photo Credit: Getty Images. Rajasthan Royals all-rounder, Jofra  Archer , seems to be fit and available for selection in the playing XI, for the team's next tie against Royal Challengers Bangalore (RCB). The update over his fitness is revealed by the franchise through a video -  #RoyalFans, want to see our @craig_arch in action? Wait no longer, here you go!! Are you excited to him in the #Royals' jersey??#HallaBol #IPL2018 #Cricket pic.twitter.com/pGIGcRTwtY  - Rajasthan Royals (@rajasthanroyals) April 12, 2018  The promising talent Archer missed the first two games for his side. As he has failed to recover from the side strain.  The bowling all-rounder suffered the injury during Pakistan Super League (PSL) which resulted in him being ruled out midway through the tournament.  Photo Credit: Getty Images. He had a late arrival in Rajasthan Royals' camp and also skipped major part of team's practice camp. After his arrival, he missed two games but now seems to fit to play the game. He is might replace D'Arcy Short in the playing XI if given a chance. The Australian batsman Short has failed to capitalise on the opportunity in the two innings he has played - getting out in form of run-out in both the games as well. It was an unfortunate sight for the hard-hitting batsman. Opening innings with Short also means Rahul Tripathi to play in the middle-order.  Photo Credit: IPL. If Archer is added in the playing XI, it will give an opportunity to Royals - to promote Tripathi. The aggressive batsman could open the innings with skipper Ajinkya Rahane. Archer will play the role of the finisher in that case. The franchise showed faith in him during the IPL auction and shelled out INR 7.20 crore for him. The first game against Sunrisers Hyderabad turned out to be a one-sided affair and SRH eclipsed the target of 126 in 16th over. In the second game, Rajasthan Royals returned back strongly by defending a target of 71 in six overs, in a rain-curtailed game against Delhi Daredevils. The pressure was on Delhi Daredevils to achieve the target and they could manage 60 runs in six overs. Royals will look to continue the winning run when playing away from home against Royal Challengers Bangalore on April 15. About last night !!!#Royal hurricane @craig_arch at the Amer fort !!!  How many wickets do you think he'll take in this tournament ?#HallaBol #ipl2018 pic.twitter.com/s85thz00K8  - Rajasthan Royals (@rajasthanroyals) April 13, 2018   Also, here's the newsfeed:    IPL 2018: I Will Back My Style and Strength, Affirms Ajinkya Rahane     IPL 2018: Five Things Chennaiites Traded to Get MS Dhoni Back   Dailyhunt	|Friday, 13 Apr, 5.11 pmyesterday3 weeks ago3 weeks ago2 days ago3 months ago
https://m.dailyhunt.in/news/india/english/asianet+newsable-epaper-asnewsab/these+kerala+girls+are+competing+to+marry+tamil+actor+arya-newsid-82393646| Home These Kerala girls are competing to marry Tamil actor Arya |   Kollywood star Arya went on Facebook Live last week, seeking a suitable bride for him. The video received an overwhelming response from young women all over the world.   Just like the TV shows Swayamvar and Rakhi Ka Swayamwar, South star Arya is all set to find his bride through reality show Enga Veettu Mappilai, which is being aired on Colors TV.  More than a lakh applicants have contacted the show through the phone and around 7,000 more have responded in writing, stating their desire to marry the actor. However, 16 contestants have been shortlisted for the show, and hopefully, Arya will tie the knot with the winner.     Among the 16 contestants, two girls are from Kerala - Seetha Lekshmi and Deva Surya. Both have done small roles in Malayalam movies. The girls were seen giving gifts to Arya in the first episode of Enga Veetu Mappilai. Seetha Lekshmi gifted a coconut to Arya, which he broke with his bare hands. On the other hand, Deva Surya gifted Arya a shirt and a dhoti, and the actor said that he would wear it for his wedding.    The actor asked the girls to dress in bridal attire and introduce themselves to the viewers. During the introduction, Arya told Seetha that she is cuter than actress Nazriya when she said Raja Rani was her favourite romantic movie.  Dailyhunt	|Friday, 23 Feb, 12.37 pm
https://m.dailyhunt.in/news/india/english/live+uttarpradesh+english-epaper-liveupen/read+see+when+serial+killer+rapist+akku+yadav+was+killed+by+200+women-newsid-81830297| Topnews Read See when serial killer, rapist Akku Yadav was killed by 200 women | New Delhi: Attention all readers, you guys must have read or heard about several daring or criminal stories in you day today life but today we are going to tell you about one such incident which will left in weird state! Surprised, if yes then we should remove curtains from our suspense and disclose you about Bharat Kalicharan alias Akku Yadav was lynched inside a courtroom by a mob that included 50 women.    Now you all must be guessing about that why this guy Akku Yadav was lynched by 50 women and that too inside a courtroom? Then we must tell you all that this 32-year-old Bharat Kalicharan was basically serial killer, rapist and extortionist.  Akku Yadav was a man of criminal nature and there were many accusations of tampering with women and sexual assault on him. Bharat Kalicharan, alias Akku Yadav (1972-August 13, 2004), was a 32-year-old rapist and murderer in India who, on August 13, 2004, was lynched by a mob of around 200 women from Kasturba Nagar.    Yadav was stabbed over seventy times, and chili powder and stones were thrown in his face. One of his alleged victims also hacked off his penis. This lynching occurred in Nagpur district court, on the marble floor of the courtroom. Two Hundreds of women descended on Nagpur district court armed with knives, stones and chilli powder, within minutes the man who raped them lay dead.    "They all grabbed Akku Yadav by neck and fists, stabbing him with sharp edged weapons 50-60 times. Blood soaked Akku crept to the court room and succumbed to his injuries just beside the judge's seat."  See when serial killer, rapist Akku Yadav was killed by 200 women inside court:     The women who killed him claimed that Yadav had been raping and abusing local women with impunity for over a decade, and that the local police had refused to help his victims or pursue charges as Yadav was allegedly bribing them. Yadav had also reportedly murdered at least three people and dumped their bodies on the railroad tracks. The lynching reportedly occurred when Yadav spotted a woman he had raped and called her a prostitute, enraging the crowd.    In 2012, Akku Yadav's nephew, Amar Yadav was stabbed to death following similar circumstances. Five women were immediately arrested but released following demonstrations in the city. Every woman living in the local slum has claimed responsibility for the lynching.    Usha Narayane, a local activist, was arrested and charged with murder, as were other women. In 2012, Narayane was released from custody. 21 other people, including six women, were also arrested and released due to lack of evidence. Dailyhunt	|Wednesday, 14 Feb, 7.57 pm
https://m.dailyhunt.in/news/india/english/apherald-epaper-apherald/from+thunder+thighs+to+wonder+girl-newsid-84856534| Movies From 'Thunder Thighs' to 'Wonder Girl' |  The Tamil beauty Megha Akash had made her film debut last year with Nithiin starrer Lie which was an action thriller directed by Hanu Raghavapudi of Krishna Gadi Veera Prema Gadha and Andala Rakshasi fame and released amidst huge expectations.  Though the film was expected to perform well, it failed badly and was however noticed for Megha Akash's sexy screen presence. Her innocent face and thunder thighs became an attraction and she bagged her next film again opposite Nithiin, chal MohanRanga.                                Dailyhunt	|Monday, 02 Apr, 2.07 pm3 weeks ago2 weeks ago3 days ago2 weeks ago3 days ago
https://m.dailyhunt.in/news/india/english/webdunia+english-epaper-webeng/un+wants+consensual+sex+decriminalised+in+pakistan-newsid-85343197| Home UN wants consensual sex decriminalised in Pakistan | Islamabad: In a surprise move, Pakistan has officially 'noted' a recommendation made during the third Universal Periodic Review (UPR) which suggest repealing laws barring adultery and non-marital consensual sex, said a report in The Express Tribune on Monday.It has also noted, among hundreds of other recommendations, others which suggest decriminalising such activities, and ensuring punishment for all perpetrators of violence against participants and those who may call for such violence, including members and leaders of jirgas.The UPR recommendations-2017 - copies of which are available with The Express Tribune and online at the UPR's website, show that the first recommendation was given by Canada, and the second by Czechia (formerly the Czech Republic). 'Noted' - Pakistan's response - means that the country would consider this recommendation and take a final decision on either accepting or rejecting it at a later time, officials explained. An official working closely with the Ministry of Human Rights confirmed that the recommendation was officially 'noted'. "Pakistan adopted the third cycle of UPR last month. The Office of the United Nations High Commissioner for Human Rights (OHCHR) will issue the official document in coming days," they said, adding that the document which is publically available was issued after Pakistan's review in November 2017.The UPR was introduced by the United Nations General Assembly in 2006 and involves a unique process of periodic review of human rights records of all UN member states. The process lets states quantify steps needed for improvement in human rights situations around the globe.In 2008, Pakistan received 51 recommendations, of which it accepted 43 and rejected eight. These eight pertained to the decriminalisation of defamation and non-marital sexual relations, ending abuse of blasphemy laws, legal reforms to ensure punishments in 'honour killings' and the abolition of the death penalty.Many of these were also either noted or accepted in the most recent UPR.At its second UPR in 2012, Pakistan received 167 recommendations, out of which it accepted 126, 'noted' 34 and rejected seven.The recommendations rejected by Pakistan included proposals for repeal of laws related to blasphemy and criminalising non-marital sexual relations, abolition of the death penalty, and bringing an end to the ongoing military operation in Balochistan.While talking to The Express Tribune a human right activist who asked not to be named due to the sensitivity of the issue said that Pakistan's response to these recommendations is quite a surprise."Noting the recommendations on decriminalizing adultery and non-marital consensual sex by the Pakistan Government during its recent Universal Periodic Review is shocking. The same recommendations were presented in 2008 UPR but were rejected by the government of Pakistan. We really need to check what forced influenced Pakistan."He believed that there is a disconnect between what happened at the UN and the ground realities in Pakistan."Pakistani officials are showing a liberal face to the west to make them happy, but within the country, they are not even ready to pass and implement laws on issues like child marriage and domestic violence, which shows the double standard of two-faced government officials," said the activist.Officials at the Ministry of Human Rights said they have not yet officially received these recommendations from the Foreign Office.Some of them, however, expressed their views that there are some 'groups' who, based on their vested interests, "do this just for the sake of defaming Pakistan".Meanwhile, Pakistan Ulema Council Chairman Tahir Ashrafi said, "It is impossible to decriminalise adultery in Pakistan as it is against Islam and the Constitution of Pakistan. If the government tries to do so, it would result in a disaster."He said that there are few people who are making efforts to defame Pakistan andIslam."Anyone who does this will face treason charges," he claimed.Council of Islamic Ideology (CII) Chairman Dr Qibla Ayaz said, "It is shocking for all of us to learn that the Pakistani government agreed to even consider this, even though it is impossible to decriminalise such acts in Pakistan."He further said that CII will request the Government of Pakistan to probe the matter and see who is behind it. (UNI) Dailyhunt	|Monday, 09 Apr, 3.52 pm
